ticker,min_date,max_date
SGY,1993-07-09,2017-11-06
SGYP,2008-11-19,2017-11-06
SHEN,1999-04-26,2017-11-06
SHLD,2003-05-01,2017-11-06
SHLM,1986-07-09,2017-11-06
SHLO,1993-06-29,2017-11-06
SHO,2004-10-21,2017-11-06
SHOO,1993-12-13,2017-11-06
SHOR,2007-07-03,2017-09-22
SHOS,2012-10-12,2017-11-06
SHW,1985-07-01,2017-11-06
SIAL,1990-03-26,2015-11-18
SIF,1980-03-17,2017-11-06
SIG,1994-10-31,2017-11-06
SIGA,1997-09-10,2015-03-19
SIGI,1990-03-26,2017-11-06
SIGM,1990-03-26,2017-11-06
SIMG,1999-10-06,2015-03-10
SIR,2012-03-07,2017-11-06
SIRI,1994-09-13,2017-11-06
SIRO,2002-01-23,2016-02-26
SIVB,1990-03-26,2017-11-06
SIX,2010-05-11,2017-11-06
SJI,1987-12-30,2017-11-06
SJM,1994-10-31,2017-11-06
SJW,1972-06-01,2017-11-06
SKH,2007-05-15,2015-02-02
SKT,1993-05-28,2017-11-06
SKUL,2011-07-20,2016-10-03
SKX,1999-06-09,2017-11-06
SKYW,1990-03-26,2017-11-06
SLAB,2000-03-24,2017-11-06
SLB,1981-12-31,2017-11-06
SLCA,2012-02-01,2017-11-06
SLG,1997-08-15,2017-11-06
SLGN,1997-02-14,2017-11-06
SLH,2007-05-11,2016-03-03
SLM,1988-01-05,2017-04-25
SLRC,2010-02-09,2017-11-06
SLXP,2000-11-21,2015-04-01
SM,1992-12-21,2017-11-06
SMA,2004-12-09,2014-12-04
SMCI,2007-03-29,2017-11-06
SMG,1992-01-31,2017-11-06
SMP,1987-12-30,2017-11-06
SMRT,1992-04-27,2017-11-06
SMTC,1992-03-17,2017-11-06
SN,2011-12-15,2017-11-06
SNA,1985-07-01,2017-11-06
SNAK,1996-12-06,2017-11-06
SNBC,1996-08-29,2017-11-06
SNCR,2006-06-15,2017-11-06
SNDK,1995-11-08,2016-05-11
SNH,2000-02-23,2017-11-06
SNHY,1997-01-09,2017-11-06
SNI,2008-06-12,2017-11-06
SNMX,2004-06-22,2017-11-06
SNOW,2014-01-31,2017-07-31
SNPS,1992-02-26,2017-11-06
SNSS,2005-09-27,2017-11-06
SNTA,2007-02-06,2016-07-22
SNV,1990-01-12,2017-11-06
SNX,2003-11-25,2017-11-06
SO,1981-12-31,2017-11-06
SON,1985-06-11,2017-11-06
SONC,1991-02-28,2017-11-06
SONS,2000-05-25,2017-11-06
SP,2004-06-02,2017-11-06
SPA,1973-05-03,2017-11-06
SPAR,1990-03-26,2017-11-06
SPB,2009-09-02,2017-11-06
SPDC,1993-12-17,2016-01-20
SPF,1987-12-30,2015-09-30
SPG,1993-12-14,2017-11-06
SPGI,2016-04-28,2017-11-06
SPLK,2012-04-19,2017-11-06
SPLS,1990-03-26,2017-09-12
SPN,1992-07-07,2017-11-06
SPNC,1992-01-21,2017-08-09
SPNS,1998-03-05,2017-11-06
SPPI,1996-09-27,2017-11-06
SPR,2006-11-28,2017-11-06
SPRT,2000-07-19,2017-11-06
SPSC,2010-04-22,2017-11-06
SPTN,2000-08-02,2017-11-06
SPW,1985-07-01,2015-09-25
SPWH,2014-04-17,2017-11-06
SPWR,2005-11-17,2017-11-06
SQBG,2004-07-02,2017-11-06
SQBK,2014-03-27,2015-10-06
SQI,2010-09-24,2016-07-28
SQNM,2000-02-01,2016-09-06
SRCE,1996-09-03,2017-11-06
SRCL,1996-08-23,2017-11-06
SRDX,1998-03-04,2017-11-06
SRE,1998-06-29,2017-11-06
SREV,2011-03-25,2017-11-06
SRI,1997-10-10,2017-11-06
SRPT,1997-06-04,2017-11-06
SSD,1994-05-26,2017-11-06
SSI,2001-08-30,2017-11-06
SSNC,2010-03-31,2017-11-06
SSNI,2013-03-13,2017-11-06
SSP,1990-03-26,2017-11-06
SSS,1995-06-21,2016-08-12
SSTK,2012-10-11,2017-11-06
SSYS,1994-10-21,2017-11-06
STAA,1992-03-02,2017-11-06
STAG,2011-04-15,2017-11-06
STAR,1989-11-16,2017-11-06
STBA,1992-04-21,2017-11-06
STBZ,2011-01-26,2017-11-06
STC,1990-03-28,2017-11-06
STCK,2013-08-09,2016-06-03
STE,1992-06-01,2017-11-06
STFC,1991-06-28,2017-11-06
STI,1987-12-30,2017-11-06
STJ,1989-12-07,2017-01-04
STL,1999-01-08,2017-11-06
STLD,1996-11-22,2017-11-06
STML,2013-01-29,2017-11-06
STMP,1999-06-25,2017-11-06
STNG,2010-03-31,2017-11-06
STNR,1996-11-13,2015-12-09
STR,1987-12-29,2016-09-16
STRA,1996-07-26,2017-11-06
STRL,1995-08-18,2017-11-06
STRT,1995-02-24,2017-11-06
STRZA,2006-05-15,2016-12-08
STSA,1991-11-25,2014-04-21
STSI,1999-03-22,2014-06-03
STT,1986-07-09,2017-11-06
STWD,2009-08-12,2017-11-06
STX,2002-12-11,2017-11-06
STZ,1992-03-17,2017-11-06
SUBK,1992-03-03,2015-12-17
SUI,1993-12-09,2017-11-06
SUN,2012-09-20,2017-11-06
SUNE,1995-07-13,2016-04-21
SUNS,2011-02-25,2017-11-06
SUP,1985-07-03,2017-11-06
SUPN,2012-05-01,2017-11-06
SUPX,1990-03-27,2014-04-01
SUSQ,1990-03-26,2015-07-31
SUSS,2006-10-19,2014-08-29
SVU,1985-07-01,2017-11-06
SVVC,2011-04-28,2017-11-06
SWAY,2014-01-22,2016-01-05
SWC,1994-12-19,2017-05-03
SWFT,2010-12-16,2017-09-08
SWHC,1999-08-17,2016-12-30
SWI,2009-05-20,2016-02-05
SWK,1985-07-01,2017-11-06
SWKS,1984-09-07,2017-11-06
SWM,1995-11-09,2017-11-06
SWN,1987-12-30,2017-04-25
SWS,1991-10-11,2014-12-31
SWSH,2007-06-20,2016-01-14
SWX,1987-12-30,2017-11-06
SWY,1990-04-26,2015-01-29
SXC,2011-07-21,2017-11-06
SXI,1987-12-30,2017-11-06
SXT,1988-01-05,2017-11-06
SYA,2010-01-22,2016-01-29
SYBT,1993-03-26,2017-11-06
SYF,2014-07-31,2017-11-06
SYK,1988-02-01,2017-11-06
SYKE,1996-04-30,2017-11-06
SYMC,1990-03-26,2017-11-06
SYNA,2002-01-29,2017-11-06
SYNT,1997-08-12,2017-11-06
SYRG,2008-02-28,2017-03-03
SYUT,2004-12-21,2017-05-15
SYX,1995-06-27,2017-11-06
SYY,1973-05-08,2017-11-06
SZMK,2014-02-10,2016-09-26
SZYM,2011-05-27,2016-05-10
T,1984-07-19,2017-11-06
TAHO,2010-09-23,2017-11-06
TAL,2010-10-20,2017-11-06
TAM,2000-01-03,2014-12-05
TAP,1984-09-07,2017-11-06
TASR,2001-06-19,2017-04-05
TAST,2006-12-15,2017-11-06
TAT,2007-04-09,2017-11-06
TAX,2012-07-02,2017-11-06
TAXI,1996-05-23,2016-05-10
TAYC,2002-10-16,2014-08-19
TBBK,2004-02-03,2017-11-06
TBI,1995-02-01,2017-11-06
TBNK,2009-07-13,2017-11-06
TBPH,2014-05-16,2017-11-06
TCAP,2007-02-22,2017-11-06
TCB,1989-06-30,2017-05-05
TCBI,2003-08-14,2017-11-06
TCBK,1993-04-20,2017-11-06
TCO,1992-11-20,2017-11-06
TCPC,2012-04-04,2017-11-06
TCRD,2010-04-22,2017-11-06
TCS,2013-11-01,2017-11-06
TDC,2007-10-01,2017-06-16
TDG,2006-03-15,2017-11-06
TDS,1991-09-18,2017-11-06
TDW,1987-12-30,2017-11-06
TDY,1999-11-23,2017-11-06
TE,1984-10-29,2016-06-30
TEAR,2004-12-09,2017-11-06
TECD,1990-03-26,2017-11-06
TECH,1992-12-09,2017-11-06
TECUA,1995-08-18,2014-05-01
TEG,1988-01-05,2015-06-29
TEL,2007-06-14,2017-11-06
TEN,1982-01-04,2017-11-06
TER,1987-03-11,2017-11-06
TESO,1996-12-02,2017-11-06
TESS,1994-09-29,2017-11-06
TEX,1990-03-26,2017-11-06
TFM,2010-11-05,2016-04-27
TFSL,2007-04-23,2017-11-06
TFX,1988-02-18,2017-11-06
TG,1990-01-12,2017-11-06
TGE,1994-09-22,2015-02-11
TGH,2007-10-10,2017-11-06
TGI,1996-10-25,2017-11-06
TGNA,1985-07-01,2017-06-01
TGT,1983-04-06,2017-11-06
TGTX,2010-05-03,2017-11-06
THC,1982-01-04,2017-04-25
THFF,1992-03-03,2017-11-06
THG,1995-10-11,2017-11-06
THLD,2005-02-04,2017-08-01
THO,1987-12-30,2017-11-06
THOR,1996-01-02,2015-10-08
THR,2011-05-05,2017-11-06
THRM,1993-06-10,2017-11-06
THRX,2004-10-05,2016-01-08
THS,2005-06-28,2017-11-06
TIBX,1999-07-14,2014-12-05
TICC,2003-11-24,2017-11-06
TIF,1987-12-30,2017-11-06
TILE,1990-03-26,2017-11-06
TIME,2014-05-21,2017-11-06
TIPT,2010-10-15,2017-11-06
TIS,2005-07-15,2017-11-06
TISI,1992-03-17,2017-11-06
TITN,2007-12-13,2017-11-06
TIVO,1997-03-13,2017-11-06
TJX,1988-01-05,2017-11-06
TK,1995-07-20,2017-11-06
TKR,1985-07-01,2017-11-06
TLMR,2014-02-12,2016-08-31
TLYS,2012-05-04,2017-11-06
TMH,2009-12-16,2017-02-03
TMHC,2013-04-10,2017-11-06
TMK,1987-12-30,2017-11-06
TMO,1987-09-01,2017-11-06
TMP,1990-03-28,2017-11-06
TMUS,2007-04-19,2017-11-06
TNAV,2010-05-13,2017-11-06
TNC,1992-03-03,2017-11-06
TNDM,2013-11-14,2017-11-06
TNET,2014-03-27,2017-11-06
TNGO,2011-07-27,2017-03-13
TNK,2007-12-13,2017-11-06
TOL,1987-12-30,2017-11-06
TOWN,1999-05-05,2017-11-06
TOWR,2010-10-15,2017-11-06
TPC,1973-05-03,2017-11-06
TPH,2013-01-31,2017-11-06
TPLM,2005-03-14,2017-03-24
TPR,2017-10-31,2017-11-06
TPRE,2013-08-15,2017-11-06
TPX,2003-12-18,2017-11-06
TQNT,1993-12-14,2014-12-31
TR,1987-12-30,2017-11-06
TRAK,2005-12-13,2015-09-30
TRC,1992-03-17,2017-11-06
TREC,2006-07-31,2017-11-06
TREE,2008-08-12,2017-11-06
TREX,1999-04-08,2017-11-06
TRGP,2010-12-07,2017-11-06
TRGT,2006-04-12,2015-08-20
TRI,2002-06-12,2017-11-06
TRIP,2011-12-07,2017-11-06
TRIV,2014-04-16,2016-02-03
TRK,1995-02-24,2017-11-06
TRLA,2012-09-20,2017-09-26
TRMB,1992-03-03,2017-11-06
TRMK,1992-03-03,2017-11-06
TRMR,2013-06-27,2017-09-25
TRN,1987-12-30,2017-11-06
TRNO,2010-02-10,2017-11-06
TRNX,2011-02-03,2015-10-01
TROW,1989-09-13,2017-11-06
TROX,2010-12-01,2017-11-06
TRR,1991-12-16,2017-06-21
TRS,2007-05-18,2017-11-06
TRST,1990-03-26,2017-11-06
TRUE,2000-05-02,2017-11-06
TRV,1986-07-09,2017-11-06
TRW,2004-02-03,2015-05-15
TRXC,1992-11-12,2017-11-06
TSC,2013-05-09,2017-11-06
TSCO,1994-02-18,2017-11-06
TSLA,2010-06-29,2017-11-06
TSN,1986-07-09,2017-11-06
TSO,1983-04-06,2017-07-31
TSRA,2003-11-20,2017-02-22
TSRE,2008-07-07,2015-09-16
TSRO,2012-06-28,2017-11-06
TSS,1989-06-30,2017-11-06
TSYS,2000-08-09,2016-02-23
TTC,1987-12-30,2017-11-06
TTEC,1996-08-01,2017-11-06
TTEK,1991-12-17,2017-11-06
TTGT,2007-05-17,2017-11-06
TTI,1990-04-03,2017-11-06
TTMI,2000-09-25,2017-11-06
TTPH,2013-03-20,2017-11-06
TTS,2012-08-22,2017-11-06
TTWO,1997-04-15,2017-11-06
TUES,1999-04-22,2017-11-06
TUMI,2012-04-19,2016-08-01
TUP,1996-05-08,2017-11-06
TW,2000-10-11,2016-01-04
TWC,2007-01-10,2016-05-17
TWER,2007-01-24,2016-11-30
TWGP,2004-10-21,2014-09-15
TWI,1993-05-20,2017-11-06
TWIN,1987-12-31,2017-11-06
TWMC,1993-02-17,2017-11-06
TWO,2009-10-30,2017-11-06
TWOU,2014-03-28,2017-11-06
TWTC,1999-05-13,2014-10-31
TWTR,2013-11-07,2017-11-06
TWX,1992-03-19,2017-11-06
TXI,1978-05-01,2014-07-01
TXMD,2007-05-09,2017-11-06
TXN,1972-06-01,2017-11-06
TXRH,2004-10-05,2017-11-06
TXT,1984-10-24,2017-11-06
TXTR,2013-06-07,2016-06-10
TYC,1987-09-28,2016-09-02
TYL,1987-12-30,2017-11-06
TYPE,2007-07-25,2017-11-06
TZOO,2002-08-28,2017-11-06
UA,2016-04-08,2017-11-06
UA_C,2016-04-08,2016-12-06
UAA,2005-11-18,2017-11-06
UACL,2005-02-11,2016-04-29
UAL,2006-02-06,2017-11-06
UAM,1990-03-26,2017-04-27
UBA,1998-08-17,2017-11-06
UBNK,2005-08-17,2017-11-06
UBNT,2011-10-14,2017-11-06
UBSH,1995-08-18,2017-11-06
UBSI,1990-03-26,2017-11-06
UCBI,2002-03-21,2017-11-06
UCFC,1998-07-09,2017-11-06
UCP,2013-07-18,2017-08-03
UCTT,2004-03-25,2017-11-06
UDR,1990-03-07,2017-11-06
UEC,2007-04-05,2017-11-06
UEIC,1993-02-12,2017-11-06
UFCS,1990-03-26,2017-11-06
UFI,1990-03-26,2017-11-06
UFPI,1993-11-10,2017-11-06
UFPT,1993-12-17,2017-11-06
UFS,2007-03-07,2017-11-06
UGI,1988-01-05,2017-11-06
UHAL,1994-11-04,2017-11-06
UHS,1990-03-26,2017-11-06
UHT,1987-11-05,2017-11-06
UIHC,2007-11-07,2017-11-06
UIL,1987-08-31,2015-12-16
UIS,1972-06-01,2017-11-06
ULTA,2007-10-25,2017-11-06
ULTI,1998-06-17,2017-11-06
ULTR,2006-10-13,2016-10-18
UMBF,1990-03-27,2017-11-06
UMH,1993-12-06,2017-11-06
UMPQ,1998-06-03,2017-11-06
UNF,1988-01-05,2017-11-06
UNFI,1996-11-01,2017-11-06
UNH,1990-03-26,2017-11-06
UNIS,2010-02-16,2017-04-20
UNM,1986-11-06,2017-11-06
UNP,1980-01-02,2017-11-06
UNS,1985-08-30,2014-08-15
UNT,1988-01-05,2017-11-06
UNTD,1999-09-24,2016-06-30
UNXL,2006-03-07,2017-09-11
UPIP,1999-06-11,2016-06-16
UPL,1999-09-24,2017-11-06
UPS,1999-11-10,2017-11-06
URBN,1993-11-09,2017-04-25
URG,2008-07-25,2017-11-06
URI,1997-12-18,2017-11-06
URS,1972-06-01,2014-10-16
USAK,1992-03-20,2017-11-06
USAP,1994-12-28,2017-11-06
USB,1987-11-05,2017-11-06
USCR,2010-10-15,2017-11-06
USG,1988-07-07,2017-11-06
USLM,1990-03-26,2017-11-06
USM,1992-03-17,2017-11-06
USMD,2012-09-07,2016-09-30
USMO,2004-11-17,2014-07-08
USNA,1995-02-01,2017-11-06
USPH,1992-05-29,2017-11-06
USTR,1990-03-26,2015-05-29
UTEK,1993-09-29,2017-05-25
UTHR,1999-06-17,2017-11-06
UTI,2003-12-18,2017-11-06
UTIW,2000-11-02,2016-01-22
UTL,1992-03-17,2017-11-06
UTMD,1999-03-08,2017-11-06
UTX,1970-01-02,2017-11-06
UVE,2003-06-06,2017-11-06
UVSP,1998-04-16,2017-11-06
UVV,1988-01-05,2017-11-06
V,2008-03-19,2017-11-06
VAC,2011-11-08,2017-11-06
VAL,1992-03-17,2017-05-31
VAR,1988-01-05,2017-11-06
VASC,2000-07-20,2017-02-17
VC,2010-10-05,2017-11-06
VCRA,2012-03-28,2017-11-06
VCYT,2013-10-30,2017-11-06
VDSI,1998-05-21,2017-11-06
VECO,1994-11-29,2017-11-06
VFC,1985-07-01,2017-11-06
VG,2006-05-24,2017-11-06
VGR,1987-10-09,2017-11-06
VHC,1999-07-30,2017-11-06
VIAB,2005-12-05,2017-11-06
VIAS,1994-05-27,2015-05-29
VICL,1993-03-15,2017-11-06
VICR,1991-11-27,2017-11-06
VITC,2009-09-24,2014-08-19
VIVO,1992-02-26,2017-11-06
VLCCF,1997-02-07,2015-03-31
VLGEA,1990-03-27,2017-11-06
VLO,1982-01-04,2017-11-06
VLY,1990-03-23,2017-11-06
VMC,1988-01-05,2017-11-06
VMEM,2013-09-27,2016-10-27
VMI,1990-03-26,2017-11-06
VMW,2007-08-15,2017-11-06
VNCE,2013-11-22,2017-11-06
VNDA,2006-04-12,2017-11-06
VNO,1988-01-05,2017-11-06
VNTV,2012-03-22,2017-11-06
VOCS,2005-12-07,2014-05-30
VOD,1988-12-16,2017-11-06
VOLC,2006-06-15,2015-02-17
VOXX,1992-03-16,2017-11-06
VOYA,2013-05-02,2017-11-06
VPFG,2006-10-03,2014-12-31
VPG,2010-06-23,2017-11-06
VPRT,2005-09-30,2014-11-12
VR,2007-08-01,2017-11-06
VRA,2010-10-21,2017-11-06
VRNG,2010-07-27,2016-05-06
VRNS,2014-02-28,2017-11-06
VRNT,2002-05-16,2017-11-06
VRSK,2009-10-07,2017-11-06
VRSN,1998-01-30,2017-11-06
VRTS,2009-01-02,2017-11-06
VRTU,2007-08-03,2017-11-06
VRTX,1991-07-24,2017-11-06
VRX,1994-03-30,2017-11-06
VSAR,2014-03-21,2017-11-06
VSAT,1996-12-03,2017-11-06
VSEC,1995-08-18,2017-11-06
VSH,1988-01-04,2017-11-06
VSI,2009-10-28,2017-11-06
VSTM,2012-01-27,2017-11-06
VTG,2007-06-08,2015-09-11
VTL,2014-04-17,2017-11-06
VTNR,1997-01-02,2017-11-06
VTR,1997-05-05,2017-11-06
VTSS,1991-12-11,2015-04-27
VVC,1987-11-05,2017-11-06
VVI,2004-08-12,2017-11-06
VVTV,1993-04-29,2014-11-19
VVUS,1994-04-07,2017-11-06
VZ,1983-11-21,2017-11-06
WAB,1995-06-16,2017-11-06
WABC,1992-03-17,2017-11-06
WAC,1998-03-24,2017-11-06
WAFD,1990-03-26,2017-11-06
WAG,1985-07-01,2014-12-30
WAGE,2012-05-11,2017-11-06
WAIR,2011-07-28,2017-11-06
WAL,2005-07-01,2017-11-06
WASH,1995-08-18,2017-11-06
WAT,1995-11-17,2017-11-06
WBA,1985-07-01,2017-11-06
WBC,2007-08-01,2017-11-06
WBCO,1998-06-23,2014-04-30
WBMD,2005-09-29,2017-09-15
WBS,1986-12-12,2017-11-06
WCC,1999-05-12,2017-11-06
WCG,2004-07-01,2017-11-06
WCIC,2013-07-25,2017-02-10
WCN,1998-05-22,2017-11-06
WD,2010-12-15,2017-11-06
WDAY,2012-10-12,2017-11-06
WDC,1987-01-02,2017-11-06
WDFC,1990-03-26,2017-11-06
WDR,1998-03-05,2017-11-06
WEC,1984-10-26,2017-11-06
WEN,1992-03-17,2017-11-06
WERN,1990-03-26,2017-11-06
WETF,1993-03-04,2017-11-06
WEX,2005-02-16,2017-11-06
WEYS,1990-03-26,2017-11-06
WFC,1972-06-01,2017-11-06
WFD,2002-05-02,2016-10-21
WFM,1992-01-23,2017-08-28
WG,1996-08-15,2017-11-06
WGL,1987-06-22,2017-11-06
WGO,1984-11-01,2017-11-06
WHF,2012-12-06,2017-11-06
WHG,2002-06-13,2017-11-06
WHR,1983-06-10,2017-11-06
WIBC,1998-11-20,2016-07-29
WIFI,2011-05-04,2017-11-06
WIN,2005-02-09,2017-04-25
WINA,1993-08-25,2017-11-06
WIRE,1992-07-20,2017-11-06
WIX,2013-11-06,2017-11-06
WLB,1999-04-19,2017-11-06
WLH,2013-05-16,2017-11-06
WLK,2004-08-12,2017-11-06
WLL,2003-11-20,2017-11-06
WLP,2014-09-22,2014-12-02
WLT,1995-10-10,2015-07-07
WLTW,2016-01-05,2017-11-06
WM,1991-09-30,2017-11-06
WMAR,1993-11-19,2017-09-13
WMB,1981-12-31,2017-11-06
WMC,2012-05-11,2017-11-06
WMGI,2001-07-17,2017-11-06
WMK,1988-01-05,2017-11-06
WMT,1972-08-25,2017-11-06
WNC,1991-11-08,2017-11-06
WNR,2006-01-19,2017-06-01
WOOF,2001-11-28,2017-09-12
WOR,1990-03-26,2017-11-06
WPP,1990-03-26,2016-01-20
WPX,2011-12-12,2017-11-06
WR,1987-08-25,2017-11-06
WRB,1984-09-07,2017-11-06
WRE,1992-03-17,2017-11-06
WRES,2004-12-17,2016-06-07
WRI,1988-01-05,2017-11-06
WRK,2015-06-24,2017-11-06
WRLD,1991-12-02,2017-11-06
WSBC,1995-08-18,2017-11-06
WSBF,2005-10-05,2017-11-06
WSFS,1990-03-26,2017-11-06
WSM,1990-03-26,2017-11-06
WSO,1984-06-07,2017-11-06
WSR,2010-08-26,2017-11-06
WST,1988-01-05,2017-11-06
WSTC,2013-03-22,2017-10-10
WSTL,1995-12-01,2017-11-06
WTBA,1999-05-03,2017-11-06
WTFC,1998-04-16,2017-11-06
WTI,2005-01-28,2017-11-06
WTM,1986-05-09,2017-11-06
WTR,1987-12-30,2017-11-06
WTS,1986-01-02,2017-11-06
WTSL,1992-03-03,2015-01-26
WTW,2001-11-15,2017-11-06
WU,2006-10-02,2017-11-06
WWAV,2012-10-26,2017-04-11
WWD,1996-05-30,2017-11-06
WWE,1999-10-19,2017-11-06
WWW,1984-12-18,2017-11-06
WWWW,2005-11-03,2015-11-09
WY,1973-05-03,2017-11-06
WYN,2006-07-19,2017-11-06
WYNN,2002-10-25,2017-11-06
X,1991-04-12,2017-11-06
XCO,2006-02-09,2017-11-06
XCRA,1990-03-26,2017-11-06
XEC,2002-09-25,2017-11-06
XEL,1985-09-24,2017-11-06
XL,1991-07-19,2017-11-06
XLNX,1990-06-18,2017-11-06
XLRN,2013-09-19,2017-11-06
XLS,2011-10-13,2015-05-28
XNCR,2013-12-03,2017-11-06
XNPT,2005-06-02,2016-07-05
XOM,1970-01-02,2017-11-06
XOMA,1989-04-05,2017-11-06
XON,2013-08-08,2017-11-06
XONE,2013-02-07,2017-11-06
XOOM,2013-02-15,2015-11-11
XOXO,1999-12-02,2017-11-06
XPO,2003-10-07,2017-11-06
XRAY,1991-04-25,2017-11-06
XRM,2005-05-16,2017-11-06
XRX,1977-01-03,2017-11-06
XXIA,2000-10-24,2017-04-18
XXII,2011-01-26,2017-11-06
XYL,2011-10-13,2017-11-06
Y,1984-07-19,2017-11-06
YDKN,2014-07-07,2017-03-10
YELP,2012-03-02,2017-11-06
YHOO,1996-04-12,2017-06-16
YORW,1999-05-03,2017-11-06
YRCW,1986-07-09,2017-11-06
YUM,1997-09-17,2017-11-06
YUME,2013-08-07,2017-11-06
Z,2015-08-17,2017-11-06
ZAGG,2007-09-04,2017-11-06
ZAZA,1992-03-03,2015-10-02
ZBH,2001-07-25,2017-11-06
ZBRA,1991-08-15,2017-11-06
ZEN,2014-05-15,2017-11-06
ZEP,2007-11-01,2015-06-25
ZEUS,1994-03-10,2017-11-06
ZGNX,2010-11-23,2017-11-06
ZIGO,1992-03-03,2014-06-20
ZINC,2007-08-10,2016-02-10
ZION,1990-03-26,2017-11-06
ZIOP,2005-08-24,2017-11-06
ZIXI,1989-11-10,2017-11-06
ZLC,1993-08-09,2014-05-29
ZLTQ,2011-10-19,2017-04-27
ZMH,2001-07-25,2015-06-26
ZNGA,2011-12-16,2017-11-06
ZOES,2014-04-11,2017-11-06
ZQK,1990-03-26,2015-09-09
ZTS,2013-02-01,2017-11-06
ZUMZ,2005-05-06,2017-11-06